"","date","Days","S4_PHOSPHATE, TOTAL AS P_mg/L","S65E_PHOSPHATE, TOTAL AS P_mg/L","S84_PHOSPHATE, TOTAL AS P_mg/L","S71_PHOSPHATE, TOTAL AS P_mg/L","S72_PHOSPHATE, TOTAL AS P_mg/L","S191_PHOSPHATE, TOTAL AS P_mg/L","S127_PHOSPHATE, TOTAL AS P_mg/L","S133_PHOSPHATE, TOTAL AS P_mg/L"
"5428",2008-06-11,12847,NA,NA,NA,NA,NA,0.284,NA,NA
"5429",2008-06-12,12848,NA,0.0435,NA,NA,NA,0.295,NA,NA
"5430",2008-06-17,12853,NA,0.035,NA,NA,NA,NA,NA,NA
"5431",2008-06-18,12854,NA,0.039,NA,NA,NA,0.281,NA,NA
"5432",2008-06-25,12861,NA,NA,0.203,0.245,0.155,0.291,0.038,0.227
"5433",2008-06-26,12862,NA,0.0395,NA,0.2365,0.1665,0.148,NA,NA
"5434",2008-07-01,12867,NA,0.018,NA,NA,NA,NA,NA,NA
"5435",2008-07-02,12868,NA,0.0435,NA,0.5315,0.237,0.298,NA,NA
"5436",2008-07-09,12875,NA,0.061,NA,0.576,0.6325,0.273,NA,NA
"5437",2008-07-15,12881,NA,0.066,NA,NA,NA,0.139,NA,NA
"5438",2008-07-16,12882,NA,0.057,0.167,0.281,0.371,0.322,NA,NA
"5439",2008-07-17,12883,NA,NA,NA,0.297,0.2835,NA,NA,NA
"5440",2008-07-24,12890,NA,0.126,NA,0.2605,0.253,0.17,NA,NA
"5441",2008-07-29,12895,NA,0.158,NA,0.1865,0.232,0.489,NA,NA
"5442",2008-07-30,12896,NA,NA,0.065,0.142,0.167,0.501,0.0755,0.11
"5443",2008-08-05,12902,-0.002,NA,NA,NA,NA,NA,NA,NA
"5444",2008-08-06,12903,NA,0.203,NA,NA,NA,0.219,NA,NA
"5445",2008-08-07,12904,NA,NA,NA,0.1375,0.232,NA,NA,NA
"5446",2008-08-13,12910,NA,0.17,0.037,0.135666666666667,0.1465,0.289,NA,NA
"5447",2008-08-18,12915,NA,0.173,NA,NA,NA,0.211,NA,NA
"5448",2008-08-21,12918,0.1325,NA,NA,0.2335,0.376,NA,NA,NA
"5449",2008-08-26,12923,0.357,0.205,NA,NA,NA,0.654,NA,NA
"5450",2008-08-28,12925,0.431,0.191,0.219,0.409,0.429,0.991,0.673,0.634
"5451",2008-08-29,12926,NA,NA,NA,0.2845,0.4265,NA,NA,NA
"5452",2008-09-02,12930,0.1482,NA,NA,NA,NA,NA,NA,NA
"5453",2008-09-03,12931,NA,0.203,NA,NA,NA,0.444,NA,NA
"5454",2008-09-04,12932,NA,NA,NA,0.1725,0.348,NA,NA,NA
"5455",2008-09-08,12936,NA,0.0508,NA,NA,NA,NA,NA,NA
"5456",2008-09-09,12937,0.407333333333333,NA,NA,NA,NA,NA,NA,NA
"5457",2008-09-10,12938,NA,0.11,0.366,0.17,0.283,0.581,NA,NA
"5458",2008-09-11,12939,NA,NA,NA,0.1645,0.2805,NA,NA,NA
"5459",2008-09-17,12945,NA,0.09,NA,NA,NA,0.392,NA,NA
"5460",2008-09-18,12946,NA,NA,NA,0.11,0.227,NA,NA,NA
"5461",2008-09-22,12950,NA,0.098,NA,NA,NA,NA,NA,NA
"5462",2008-09-24,12952,0.385,0.092,0.244,0.144,0.256,0.647,0.426,0.449
"5463",2008-09-25,12953,NA,NA,NA,0.1425,0.3205,NA,NA,NA
"5464",2008-10-01,12959,NA,0.093,NA,NA,NA,0.567,NA,NA
"5465",2008-10-02,12960,NA,NA,NA,0.1275,0.237,NA,NA,NA
"5466",2008-10-06,12964,NA,0.0605,NA,NA,NA,NA,NA,NA
"5467",2008-10-07,12965,0.23025,NA,NA,NA,NA,NA,NA,NA
"5468",2008-10-08,12966,0.361,0.117,0.263,0.119,NA,0.5235,NA,NA
"5469",2008-10-15,12973,NA,0.104,NA,0.288,0.2035,0.2445,NA,NA
"5470",2008-10-20,12978,NA,0.06,NA,NA,NA,NA,NA,NA
"5471",2008-10-22,12980,0.235,0.113,0.064,0.222,0.095,0.339,0.292,0.236
"5472",2008-10-23,12981,NA,NA,NA,NA,0.103,NA,NA,NA
"5473",2008-10-29,12987,NA,NA,NA,NA,0.0705,0.468,NA,NA
"5474",2008-11-05,12994,0.232,NA,0.0215,0.213,0.051,0.4375,NA,NA
"5475",2008-11-06,12995,NA,NA,NA,NA,0.058,NA,NA,NA
"5476",2008-11-10,12999,NA,0.092,NA,NA,NA,0.2015,NA,NA
"5477",2008-11-13,13002,NA,0.037,NA,NA,0.052,NA,NA,NA
"5478",2008-11-18,13007,NA,0.072,NA,NA,NA,0.18,NA,NA
"5479",2008-11-19,13008,0.157,0.068,0.056,0.0885,0.052,0.358,0.265,0.187
"5480",2008-11-24,13013,NA,0.063,NA,NA,NA,NA,NA,NA
"5481",2008-11-26,13015,NA,NA,NA,NA,NA,0.18,NA,NA
"5482",2008-12-03,13022,0.155,NA,0.034,0.162,NA,0.337,NA,NA
"5483",2008-12-04,13023,NA,NA,NA,NA,NA,0.332,NA,NA
"5484",2008-12-10,13029,NA,0.0275,NA,NA,NA,0.1595,NA,NA
"5485",2008-12-16,13035,NA,NA,NA,NA,0.082,NA,NA,NA
"5486",2008-12-17,13036,NA,0.057,0.025,0.134,0.082,0.198333333333333,0.273,0.171
"5487",2008-12-23,13042,NA,0.0245,NA,NA,NA,NA,NA,NA
"5488",2008-12-24,13043,NA,NA,NA,NA,NA,0.13,NA,NA
"5489",2008-12-31,13050,NA,NA,NA,0.099,NA,0.26,NA,NA
"5490",2009-01-07,13057,0.155,NA,0.048,0.0415,NA,0.155666666666667,NA,NA
"5491",2009-01-14,13064,NA,0.0436666666666667,NA,NA,NA,0.232,NA,NA
"5492",2009-01-21,13071,0.1,NA,0.052,0.0405,0.104,0.151333333333333,0.279,0.107
"5493",2009-01-27,13077,NA,0.063,NA,NA,NA,0.11,NA,NA
"5494",2009-02-02,13083,NA,0.056,NA,NA,NA,NA,NA,NA
"5495",2009-02-04,13085,0.091,NA,0.0205,0.07,NA,0.144,NA,NA
"5496",2009-02-11,13092,NA,NA,NA,NA,NA,0.105,NA,NA
"5497",2009-02-17,13098,NA,0.051,NA,NA,NA,NA,NA,NA
"5498",2009-02-18,13099,0.092,0.036,0.043,0.044,0.061,0.164,0.246,0.099
"5499",2009-02-19,13100,NA,0.056,NA,NA,NA,0.179,NA,NA
"5500",2009-02-25,13106,NA,0.053,NA,NA,NA,0.175,NA,NA
"5501",2009-03-03,13112,NA,0.0296,NA,NA,NA,NA,NA,NA
"5502",2009-03-04,13113,NA,NA,NA,NA,NA,0.084,NA,NA
"5503",2009-03-10,13119,NA,NA,NA,NA,NA,0.0815,NA,NA
"5504",2009-03-11,13120,0.086,NA,0.042,0.058,NA,0.16,NA,NA
"5505",2009-03-17,13126,NA,0.035,NA,NA,NA,NA,NA,NA
"5506",2009-03-18,13127,NA,NA,NA,NA,NA,0.0755,NA,NA
"5507",2009-03-24,13133,NA,NA,NA,NA,NA,0.076,NA,NA
"5508",2009-03-25,13134,0.129,NA,0.127,0.034,0.0575,0.159,0.241,0.179
"5509",2009-03-31,13140,NA,0.0225,NA,NA,NA,NA,NA,NA
"5510",2009-04-01,13141,NA,0.048,NA,NA,NA,0.072,NA,NA
"5511",2009-04-08,13148,0.109,0.07,0.06,0.103,NA,0.114666666666667,NA,NA
"5512",2009-04-14,13154,NA,0.026,NA,NA,NA,NA,NA,NA
"5513",2009-04-15,13155,NA,NA,NA,NA,NA,0.079,NA,NA
"5514",2009-04-22,13162,0.046,NA,0.12,0.1,0.101,0.112,0.181,0.288
"5515",2009-04-29,13169,NA,0.0635,NA,NA,NA,0.083,NA,NA
"5516",2009-05-06,13176,0.069,0.07,0.0525,0.086,NA,0.117333333333333,NA,NA
"5517",2009-05-13,13183,NA,0.0323333333333333,NA,NA,NA,0.192,NA,NA
"5518",2009-05-19,13189,NA,0.06,NA,NA,NA,0.0915,NA,NA
"5519",2009-05-20,13190,0.143,0.072,0.076,0.108,0.078,0.192,0.046,0.201
"5520",2009-05-27,13197,NA,0.074,NA,NA,NA,0.0915,NA,NA
"5521",2009-05-28,13198,NA,NA,NA,0.0945,0.1025,NA,NA,NA
"5522",2009-06-02,13203,NA,0.12,NA,NA,NA,NA,NA,NA
"5523",2009-06-03,13204,0.189,0.072,0.0605,0.608,NA,0.116,NA,NA
"5524",2009-06-04,13205,NA,NA,NA,0.55,0.3745,NA,NA,NA
"5525",2009-06-10,13211,NA,0.12,NA,NA,NA,0.19,NA,NA
"5526",2009-06-11,13212,NA,NA,NA,0.568,0.4425,NA,NA,NA
"5527",2009-06-16,13217,NA,0.052,NA,NA,NA,0.125,NA,NA
"5528",2009-06-17,13218,0.133,NA,0.07,0.42,0.531,0.267,0.036,0.199
"5529",2009-06-18,13219,NA,NA,NA,0.503,0.3925,NA,NA,NA
"5530",2009-06-24,13225,NA,0.095,NA,NA,NA,0.153,NA,NA
"5531",2009-06-25,13226,NA,NA,NA,0.4285,0.325,NA,NA,NA
"5532",2009-06-30,13231,NA,NA,NA,0.423,0.2825,NA,NA,NA
"5533",2009-07-01,13232,NA,0.089,NA,NA,NA,0.178,NA,NA
"5534",2009-07-07,13238,0.113333333333333,0.061,NA,NA,NA,NA,NA,NA
"5535",2009-07-08,13239,0.236,0.107,0.103,0.243,NA,0.326666666666667,NA,NA
"5536",2009-07-09,13240,NA,NA,NA,0.327,0.37,NA,NA,NA
"5537",2009-07-14,13245,0.136333333333333,NA,NA,NA,NA,NA,NA,NA
"5538",2009-07-15,13246,NA,0.11,NA,0.338,0.316,0.3135,NA,NA
"5539",2009-07-20,13251,NA,0.082,NA,NA,NA,NA,NA,NA
"5540",2009-07-21,13252,0.118,NA,NA,NA,NA,NA,NA,NA
"5541",2009-07-22,13253,0.423,0.091,0.063,0.313,0.477,0.398666666666667,0.1435,0.12
"5542",2009-07-23,13254,NA,NA,NA,0.314,NA,NA,NA,NA
"5543",2009-07-29,13260,NA,0.065,NA,NA,NA,0.565,NA,NA
"5544",2009-07-30,13261,NA,NA,NA,0.3195,0.229,NA,NA,NA
"5545",2009-08-03,13265,0.178,NA,NA,NA,NA,NA,NA,NA
"5546",2009-08-04,13266,NA,0.029,NA,NA,NA,NA,NA,NA
"5547",2009-08-05,13267,NA,0.064,NA,NA,NA,0.2365,NA,NA
"5548",2009-08-06,13268,NA,NA,NA,0.3765,NA,NA,NA,NA
"5549",2009-08-11,13273,0.21,NA,NA,NA,NA,NA,NA,NA
"5550",2009-08-12,13274,0.34,0.066,0.034,0.313,NA,0.301,NA,NA
"5551",2009-08-13,13275,NA,NA,NA,0.3315,NA,NA,NA,NA
"5552",2009-08-18,13280,0.10175,0.031,NA,NA,NA,NA,NA,NA
"5553",2009-08-19,13281,NA,0.066,NA,0.262,NA,0.149,NA,NA
"5554",2009-08-26,13288,0.273,0.086,0.045,0.291,0.248,0.48,0.1145,0.102
"5555",2009-08-27,13289,NA,0.068,NA,0.2935,NA,0.237,NA,NA
"5556",2009-09-01,13294,0.144,NA,NA,NA,NA,NA,NA,NA
"5557",2009-09-02,13295,NA,0.051,NA,NA,NA,0.449,NA,NA
"5558",2009-09-03,13296,NA,NA,NA,0.183,0.222,NA,NA,NA
"5559",2009-09-08,13301,0.1005,0.057,NA,NA,NA,NA,NA,NA
"5560",2009-09-09,13302,0.139,0.106,0.0305,NA,NA,0.26775,NA,NA
"5561",2009-09-10,13303,NA,NA,NA,0.177,0.283,NA,NA,NA
"5562",2009-09-16,13309,NA,0.075,NA,NA,NA,0.566,NA,NA
"5563",2009-09-17,13310,NA,NA,NA,0.1535,NA,NA,NA,NA
"5564",2009-09-22,13315,NA,0.0385,NA,NA,NA,0.583,NA,NA
"5565",2009-09-23,13316,0.182,NA,0.064,NA,0.201,0.577,0.1065,0.122
"5566",2009-09-30,13323,NA,0.055,NA,NA,NA,0.2535,NA,NA
"5567",2009-10-01,13324,NA,NA,NA,0.1825,NA,NA,NA,NA
"5568",2009-10-07,13330,NA,0.041,NA,NA,NA,0.2185,NA,NA
"5569",2009-10-08,13331,NA,NA,NA,0.1915,0.205,NA,NA,NA
"5570",2009-10-14,13337,0.095,0.051,0.043,0.2,NA,0.21075,NA,NA
"5571",2009-10-21,13344,NA,0.0596666666666667,NA,NA,NA,0.21,NA,NA
"5572",2009-10-28,13351,0.098,0.096,0.036,0.173,0.084,0.252333333333333,0.06,0.0605
"5573",2009-11-03,13357,NA,0.082,NA,NA,NA,0.115666666666667,NA,NA
"5574",2009-11-04,13358,0.1,NA,0.029,0.0745,NA,0.179,NA,NA
"5575",2009-11-09,13363,NA,0.045,NA,NA,NA,NA,NA,NA
"5576",2009-11-10,13364,0.058,0.078,NA,NA,NA,0.164,NA,NA
"5577",2009-11-17,13371,NA,0.076,NA,NA,NA,0.32,NA,NA
"5578",2009-11-18,13372,NA,0.0415,0.0145,0.209,0.106,0.351,0.0545,0.098
"5579",2009-11-25,13379,NA,0.07,NA,NA,NA,0.306,NA,NA
"5580",2009-11-30,13384,NA,0.0355,NA,NA,NA,NA,NA,NA
"5581",2009-12-02,13386,NA,0.063,NA,NA,NA,0.1455,NA,NA
"5582",2009-12-09,13393,0.305,0.063,0.025,0.0786666666666667,NA,0.297,NA,NA
"5583",2009-12-16,13400,NA,0.0316666666666667,NA,NA,NA,0.1325,NA,NA
"5584",2009-12-22,13406,NA,0.056,NA,NA,NA,0.126,NA,NA
"5585",2009-12-23,13407,0.239,NA,0.044,0.061,0.115,0.279,0.063,0.047
"5586",2009-12-24,13408,NA,NA,NA,0.0675,0.1225,NA,NA,NA
"5587",2009-12-28,13412,NA,0.03,NA,NA,NA,NA,NA,NA
"5588",2009-12-30,13414,NA,0.055,NA,NA,NA,0.1285,NA,NA
"5589",2010-01-06,13421,NA,0.057,NA,NA,NA,0.13,NA,NA
"5590",2010-01-11,13426,NA,0.068,NA,NA,NA,NA,NA,NA
"5591",2010-01-12,13427,NA,0.056,NA,NA,NA,0.247,NA,NA
"5592",2010-01-13,13428,0.0545,NA,0.041,0.083,NA,0.253,0.051,NA
"5593",2010-01-14,13429,NA,NA,NA,0.0865,NA,NA,NA,NA
"5594",2010-01-19,13434,0.043,NA,NA,NA,NA,NA,NA,NA
"5595",2010-01-20,13435,NA,0.058,NA,NA,NA,0.1225,NA,NA
"5596",2010-01-25,13440,NA,0.055,NA,NA,NA,NA,NA,NA
"5597",2010-01-27,13442,NA,0.058,0.038,0.066,0.093,0.216,0.063,0.119
"5598",2010-02-03,13449,NA,0.06,NA,NA,NA,0.0696666666666667,NA,NA
"5599",2010-02-08,13454,NA,0.069,NA,NA,NA,NA,NA,NA
"5600",2010-02-10,13456,0.445,NA,0.03,0.083,NA,0.0995,NA,NA
"5601",2010-02-11,13457,NA,0.075,NA,NA,NA,0.203,NA,NA
"5602",2010-02-17,13463,NA,0.0755,NA,NA,NA,0.195,NA,NA
"5603",2010-02-18,13464,NA,NA,NA,0.1035,NA,NA,NA,NA
"5604",2010-02-24,13470,0.2,0.053,0.051,0.087,0.095,0.175,0.123,0.106
"5605",2010-02-25,13471,NA,0.065,NA,NA,0.108,0.182,NA,NA
"5606",2010-03-02,13476,NA,0.068,NA,NA,NA,0.085,NA,NA
"5607",2010-03-03,13477,0.133,NA,0.058,0.084,NA,0.0835,NA,NA
"5608",2010-03-09,13483,0.065,0.057,NA,NA,NA,0.075,NA,NA
"5609",2010-03-15,13489,0.218666666666667,0.0564,NA,NA,NA,NA,NA,NA
"5610",2010-03-17,13491,0.293,0.07,0.092,0.669,0.227,0.198666666666667,0.0775,0.062
"5611",2010-03-18,13492,NA,NA,NA,0.4965,0.1855,NA,NA,NA
"5612",2010-03-23,13497,0.07975,NA,NA,NA,NA,NA,NA,NA
"5613",2010-03-24,13498,NA,0.074,NA,NA,NA,0.183,NA,NA
"5614",2010-03-25,13499,NA,NA,NA,0.508,0.1095,NA,NA,NA
"5615",2010-03-29,13503,NA,0.098,NA,NA,NA,NA,NA,NA
"5616",2010-03-30,13504,0.11675,NA,NA,NA,NA,NA,NA,NA
"5617",2010-03-31,13505,NA,0.087,NA,NA,NA,0.241,NA,NA
"5618",2010-04-01,13506,NA,NA,NA,0.352,0.392,NA,NA,NA
"5619",2010-04-05,13510,0.109666666666667,NA,NA,NA,NA,NA,NA,NA
"5620",2010-04-07,13512,0.099,0.113,0.2,0.336,NA,0.655,NA,NA
"5621",2010-04-08,13513,NA,NA,NA,0.338,0.264,NA,NA,NA
"5622",2010-04-12,13517,NA,0.0475,NA,NA,NA,NA,NA,NA
"5623",2010-04-14,13519,NA,0.071,NA,NA,NA,0.3055,NA,NA
"5624",2010-04-15,13520,NA,NA,NA,0.14625,0.237,NA,NA,NA
"5625",2010-04-20,13525,0.161,NA,NA,NA,NA,NA,NA,NA
"5626",2010-04-21,13526,0.0785,0.078,0.068,0.319,0.205,0.45,0.1245,0.251
"5627",2010-04-22,13527,NA,NA,NA,0.308,0.19,NA,NA,NA
"5628",2010-04-26,13531,NA,0.109,NA,NA,NA,NA,NA,NA
"5629",2010-04-27,13532,0.081,NA,NA,NA,NA,NA,NA,NA
"5630",2010-04-28,13533,NA,0.094,NA,NA,NA,0.2895,NA,NA
"5631",2010-04-29,13534,NA,NA,NA,0.207,NA,NA,NA,NA
"5632",2010-05-04,13539,1.052,NA,NA,NA,NA,NA,NA,NA
"5633",2010-05-06,13541,NA,0.089,NA,0.1695,NA,0.3365,NA,NA
"5634",2010-05-10,13545,NA,0.036,NA,NA,NA,NA,NA,NA
"5635",2010-05-11,13546,1.266,NA,NA,NA,NA,NA,NA,NA
"5636",2010-05-12,13547,1.029,0.067,0.069,0.258,NA,0.472,NA,NA
"5637",2010-05-20,13555,NA,0.057,NA,0.197,NA,0.338,NA,NA
"5638",2010-05-24,13559,NA,0.064,NA,NA,NA,NA,NA,NA
"5639",2010-05-26,13561,0.225,0.062,0.047,0.158,0.31,0.707,0.1055,0.19
"5640",2010-05-27,13562,NA,0.058,NA,NA,NA,0.3425,NA,NA
"5641",2010-06-02,13568,NA,0.053,NA,NA,NA,0.694,NA,NA
"5642",2010-06-03,13569,NA,NA,NA,0.158,0.2405,NA,NA,NA
"5643",2010-06-07,13573,NA,0.045,NA,NA,NA,NA,NA,NA
"5644",2010-06-08,13574,0.101,NA,NA,NA,NA,NA,NA,NA
"5645",2010-06-09,13575,NA,0.039,NA,0.168333333333333,0.205,0.66,NA,NA
"5646",2010-06-15,13581,-0.002,NA,NA,NA,NA,NA,NA,NA
"5647",2010-06-16,13582,0.141,0.086,0.035,0.429,NA,0.445333333333333,NA,NA
"5648",2010-06-17,13583,NA,NA,NA,0.2155,0.2635,NA,NA,NA
"5649",2010-06-21,13587,NA,0.051,NA,NA,NA,NA,NA,NA
"5650",2010-06-23,13589,NA,0.085,NA,NA,NA,0.3075,NA,NA
"5651",2010-06-24,13590,NA,NA,NA,0.4395,0.276,NA,NA,NA
"5652",2010-06-29,13595,NA,0.137,NA,NA,NA,0.293,NA,NA
"5653",2010-06-30,13596,0.101,NA,0.028,0.492,0.333,0.593,0.119,0.134
"5654",2010-07-06,13602,0.113,NA,NA,NA,NA,NA,NA,NA
"5655",2010-07-07,13603,NA,0.089,NA,NA,NA,0.2345,NA,NA
"5656",2010-07-08,13604,NA,0.0555,NA,0.3755,0.305,NA,NA,NA
"5657",2010-07-13,13609,0.18,NA,NA,NA,NA,NA,NA,NA
"5658",2010-07-14,13610,0.334,0.142,0.043,0.228,0.263,0.401333333333333,NA,NA
"5659",2010-07-15,13611,NA,NA,NA,0.18925,0.2825,NA,NA,NA
"5660",2010-07-19,13615,NA,0.187,NA,NA,NA,NA,NA,NA
"5661",2010-07-21,13617,NA,0.195,NA,NA,NA,0.3215,NA,NA
"5662",2010-07-22,13618,NA,NA,NA,NA,0.218,NA,NA,NA
"5663",2010-07-28,13624,0.075,0.175,0.036,0.247,0.131,0.58,0.088,0.106
"5664",2010-07-29,13625,NA,NA,NA,0.266,0.154,NA,NA,NA
"5665",2010-08-02,13629,NA,0.13,NA,NA,NA,NA,NA,NA
"5666",2010-08-04,13631,0.074,NA,0.032,0.236,0.108,0.531,NA,NA
"5667",2010-08-05,13632,NA,0.135,NA,0.246,0.0985,0.17,NA,NA
"5668",2010-08-11,13638,NA,0.117,NA,NA,NA,0.5,NA,NA
"5669",2010-08-12,13639,NA,NA,NA,0.1765,0.0875,NA,NA,NA
"5670",2010-08-16,13643,NA,0.108,NA,NA,NA,NA,NA,NA
"5671",2010-08-17,13644,0.193,NA,NA,NA,NA,NA,NA,NA
"5672",2010-08-18,13645,0.306,0.1,0.027,0.17,0.081,0.478,0.117,0.103
"5673",2010-08-19,13646,NA,0.111,NA,0.182,0.0865,0.478,NA,NA
"5674",2010-08-24,13651,0.145,NA,NA,NA,NA,NA,NA,NA
"5675",2010-08-25,13652,NA,0.092,NA,0.3085,0.1555,0.409,NA,NA
"5676",2010-08-31,13658,0.194,NA,NA,NA,NA,NA,NA,NA
"5677",2010-09-01,13659,NA,0.077,NA,NA,NA,0.26,NA,NA
"5678",2010-09-02,13660,NA,NA,NA,0.382,0.221,NA,NA,NA
"5679",2010-09-07,13665,0.224,NA,NA,NA,NA,NA,NA,NA
"5680",2010-09-08,13666,NA,0.075,NA,NA,NA,0.321,NA,NA
"5681",2010-09-09,13667,NA,NA,NA,0.2145,0.1835,NA,NA,NA
"5682",2010-09-14,13672,0.157,0.0773333333333333,NA,0.2465,0.301,NA,NA,NA
"5683",2010-09-15,13673,0.183,0.091,0.044,0.283,NA,0.5305,NA,NA
"5684",2010-09-22,13680,NA,0.095,NA,NA,NA,0.545,NA,NA
"5685",2010-09-27,13685,NA,0.106,NA,NA,NA,NA,NA,NA
"5686",2010-09-29,13687,0.117,0.102,0.051,0.292,0.112,0.4945,0.101,0.165
"5687",2010-09-30,13688,NA,NA,NA,0.2955,0.1175,NA,NA,NA
"5688",2010-10-05,13693,0.147,NA,NA,NA,NA,NA,NA,NA
"5689",2010-10-06,13694,NA,0.099,NA,NA,NA,0.435,NA,NA
"5690",2010-10-11,13699,NA,0.064,NA,NA,NA,NA,NA,NA
"5691",2010-10-12,13700,0.15,NA,NA,NA,NA,NA,NA,NA
"5692",2010-10-13,13701,0.198,0.089,0.039,0.23,NA,0.365,NA,NA
"5693",2010-10-19,13707,0.1035,NA,NA,NA,NA,NA,NA,NA
"5694",2010-10-20,13708,NA,0.086,NA,NA,NA,0.331,NA,NA
"5695",2010-10-26,13714,NA,0.054,NA,NA,NA,NA,NA,NA
"5696",2010-10-27,13715,0.088,0.066,0.032,0.212,0.091,0.303,0.088,0.132
"5697",2010-11-03,13722,0.092,NA,0.038,0.208,NA,0.285,0.081,NA
"5698",2010-11-04,13723,NA,0.051,NA,NA,NA,0.352,NA,NA
"5699",2010-11-09,13728,0.1005,0.054,NA,NA,NA,NA,NA,NA
"5700",2010-11-10,13729,NA,0.054,NA,NA,NA,0.276,NA,NA
"5701",2010-11-17,13736,0.065,0.049,0.033,0.15,0.074,0.255,0.078,0.096
"5702",2010-11-18,13737,NA,0.059,NA,NA,NA,0.258,NA,NA
"5703",2010-11-23,13742,0.077,NA,NA,NA,NA,NA,NA,NA
"5704",2010-11-24,13743,NA,0.051,NA,NA,NA,0.227,NA,NA
"5705",2010-11-29,13748,NA,0.041,NA,NA,NA,NA,NA,NA
"5706",2010-11-30,13749,NA,0.043,NA,NA,NA,0.203,NA,NA
"5707",2010-12-01,13750,0.068,NA,0.03,0.167,NA,0.241,NA,NA
"5708",2010-12-08,13757,NA,0.052,NA,NA,NA,0.209,NA,NA
"5709",2010-12-09,13758,NA,0.044,NA,NA,NA,NA,NA,NA
"5710",2010-12-13,13762,0.059,NA,0.034,0.166,0.075,0.226,0.084,0.07
"5711",2010-12-14,13763,NA,NA,NA,NA,NA,0.207,NA,NA
"5712",2010-12-22,13771,NA,0.0435,NA,NA,NA,0.211,NA,NA
"5713",2010-12-29,13778,NA,0.058,NA,NA,NA,0.2,NA,NA
"5714",2011-01-05,13785,0.038,0.068,0.023,0.137,NA,0.2015,NA,NA
"5715",2011-01-10,13790,NA,0.038,NA,NA,NA,NA,NA,NA
"5716",2011-01-12,13792,NA,0.055,NA,NA,NA,0.194,NA,NA
"5717",2011-01-19,13799,NA,0.055,NA,NA,NA,0.194,NA,NA
"5718",2011-01-20,13800,0.148,NA,0.03,0.206,0.104,0.196,0.061,0.098
"5719",2011-01-24,13804,NA,0.036,NA,NA,NA,NA,NA,NA
"5720",2011-01-26,13806,NA,0.046,NA,NA,NA,0.188,NA,NA
"5721",2011-01-27,13807,NA,NA,NA,0.184,NA,NA,NA,NA
"5722",2011-02-02,13813,NA,0.051,NA,NA,NA,0.186,NA,NA
"5723",2011-02-03,13814,0.188,NA,0.068,0.159,NA,0.188,NA,NA
"5724",2011-02-07,13818,NA,0.039,NA,NA,NA,NA,NA,NA
"5725",2011-02-09,13820,NA,0.043,NA,NA,NA,0.185,NA,NA
"5726",2011-02-16,13827,NA,0.0475,NA,NA,NA,0.175,NA,NA
"5727",2011-02-17,13828,0.055,0.044,0.072,0.139,0.081,0.176,0.087,0.152
"5728",2011-02-23,13834,NA,0.0475,NA,NA,NA,0.176,NA,NA
"5729",2011-03-02,13841,0.081,NA,0.055,0.127,NA,0.162,NA,NA
"5730",2011-03-03,13842,NA,0.051,NA,0.128,NA,0.156,NA,NA
"5731",2011-03-09,13848,NA,0.05275,NA,NA,NA,0.145,NA,NA
"5732",2011-03-16,13855,0.08,NA,0.057,0.194,0.102,0.138,0.098,0.175
"5733",2011-03-17,13856,NA,0.067,NA,NA,NA,0.128,NA,NA
"5734",2011-03-23,13862,NA,0.0485,NA,NA,NA,0.147,NA,NA
"5735",2011-03-30,13869,NA,0.055,NA,NA,NA,0.12,NA,NA
"5736",2011-04-06,13876,0.073,0.067,0.091,0.122,NA,0.1405,NA,NA
"5737",2011-04-13,13883,NA,0.064,NA,NA,NA,0.131,NA,NA
"5738",2011-04-20,13890,0.049,0.076,0.093,0.182,0.131,0.155,0.08,0.185
"5739",2011-04-27,13897,NA,0.066,NA,NA,NA,NA,NA,NA
"5740",2011-05-04,13904,0.04,0.069,NA,0.178,NA,0.182,NA,NA
"5741",2011-05-11,13911,NA,0.058,NA,NA,NA,NA,NA,NA
"5742",2011-05-18,13918,0.047,0.0575,0.074,0.209,0.163,0.184,0.054,0.198
"5743",2011-05-25,13925,NA,0.053,NA,NA,NA,NA,NA,NA
"5744",2011-06-01,13932,NA,0.058,NA,NA,NA,NA,NA,NA
"5745",2011-06-08,13939,0.042,0.0465,0.083,0.186,NA,0.169,NA,NA
"5746",2011-06-20,13951,NA,0.033,NA,NA,NA,NA,NA,NA
"5747",2011-06-22,13953,0.04,0.037,0.085,0.164,0.091,0.19,0.054,0.151
"5748",2011-06-30,13961,NA,NA,NA,0.086,NA,NA,NA,NA
"5749",2011-07-06,13967,0.09,0.0475,0.07,0.916,NA,0.184,NA,NA
"5750",2011-07-07,13968,NA,NA,NA,0.4245,NA,NA,NA,NA
"5751",2011-07-13,13974,NA,0.104,NA,NA,NA,NA,NA,NA
"5752",2011-07-14,13975,NA,NA,NA,0.74,NA,NA,NA,NA
"5753",2011-07-20,13981,0.08,0.2655,0.052,0.151,0.277,0.165,0.041,0.177
"5754",2011-07-21,13982,NA,NA,NA,0.136,0.153,NA,NA,NA
"5755",2011-07-27,13988,NA,0.263,NA,NA,NA,NA,NA,NA
"5756",2011-07-28,13989,NA,NA,NA,0.0985,0.098,NA,NA,NA
"5757",2011-08-03,13995,NA,0.254,NA,NA,NA,NA,NA,NA
"5758",2011-08-04,13996,NA,NA,NA,0.072,NA,NA,NA,NA
